Gene	Name	Chr	Strand	Start	End	HNT_8A8G_Rep1	HNT_8A8G_Rep2	HBG1_8A8G_Rep1	HBG1_8A8G_Rep2	HBG1_WT
THOC5	THOC5	22	-	29508167	29553747	115.029167	100.008560	102.274521	110.603172	121.138031
VWA5B1	VWA5B1	1	+	20290919	20354894	0.000000	0.0	0.000000	0.0	0.0
LYNX1	LYNX1	8	-	142771197	142777848	0.0	0.000000	0.000000	0.000000	0.326630
DPF2	DPF2	11	+	65333754	65354260	109.830559	26.501778	123.088440	131.491455	120.721390
GEN1	GEN1	2	+	17753858	17785913	13.603382	12.751406	13.899921	16.753607	9.420933
ACER1	ACER1	19	-	6306499	6333629	0.742479	0.000000	0.920870	0.0	1.323328
LOC101929066	LOC101929066	8	+	18084868	18097651	0.521453	0.000000	0.968813	0.000000	0.652505
LOC105373100	LOC105373100	22	-	50735829	50738169	0.0	0.0	0.447188	0.146517	0.0
DEFB122	DEFB122	20	-	31421439	31429180	0.0	0.0	0.0	0.0	0.0
ZFHX4	ZFHX4	8	+	76681280	76867285	32.468029	37.959312	37.733898	38.834034	44.906021
USP9X	USP9X	X	+	41085635	41236579	59.573601	63.247185	69.131775	82.053123	68.710999
PRSS23	PRSS23	11	+	86791071	86952903	6.024003	3.773091	3.773890	6.531168	1.910264
C1orf56	C1orf56	1	+	151047740	151050796	35.767487	43.589958	34.194141	34.135674	36.277653
TPO	TPO	2	+	1413461	1542727	0.0	0.0	0.120938	0.0	0.000000
CXorf49	CXorf49	X	-	71714374	71767201	0.0	0.0	0.0	0.0	0.0
SPATA25	SPATA25	20	-	45886491	45887599	0.729646	0.000000	0.720462	0.240952	1.025529
DUSP2	DUSP2	2	-	96143169	96145440	8.239793	3.447702	5.552392	9.252683	7.786850
FER1L6-AS1	FER1L6-AS1	8	-	123984138	124040782	0.000000	0.000000	0.000000	0.000000	0.000000
CLEC4M	CLEC4M	19	+	7763149	7769605	0.0	0.0	0.0	0.0	0.0
EPHB1	EPHB1	3	+	134795257	135260465	0.665548	0.511903	0.730287	0.121235	0.303037
HSPC324	HSPC324	9	-	136648610	136660421	0.000000	0.000000	0.000000	0.000000	2.290406
TRIM31-AS1	TRIM31-AS1	6	+	30105240	30114724	0.000000	0.0	0.000000	0.000000	0.000000
LINC01149	LINC01149	6	+	31441667	31446973	0.0	0.0	0.0	0.0	0.0
SNORD58C	SNORD58C	18	-	49489235	49489324	17.606651	33.193916	5.805705	14.752014	13.257060
MCM9	MCM9	6	-	118813449	118935162	8.092936	3.151084	11.340774	10.216381	12.129764
GRAMD4	GRAMD4	22	+	46577088	46682756	8.596594	7.344088	7.540744	9.518880	10.589156
IL23A	IL23A	12	+	56338879	56340410	4.665354	0.000000	3.613622	2.022114	4.841366
LOC100130373	LOC100130373	20	-	36147281	36155760	0.081183	0.000000	0.000000	0.000000	0.288249
MANSC4	MANSC4	12	-	27762427	27771582	0.315668	0.000000	0.000000	0.0	0.000000
TCF21	TCF21	6	+	133889121	133895537	0.156831	0.0	0.154181	0.0	0.229829
PSG10P	PSG10P	19	-	42836997	42855718	0.000000	0.0	0.0	0.000000	0.000000
KCNJ13	KCNJ13	2	-	232765802	232776565	2.327064	1.438277	1.308899	2.813177	1.694394
LOC101928118	LOC101928118	1	-	95163219	95233982	1.534519	1.049968	0.757454	0.589649	0.455472
ZBTB3	ZBTB3	11	-	62750963	62754184	3.543560	1.243249	1.665253	2.385584	2.229825
TRAPPC4	TRAPPC4	11	+	119018469	119023674	36.209602	33.059189	41.776455	43.028984	46.646927
SNORD115-31	SNORD115-31	15	+	25227109	25227190	0.000000	0.000000	0.000000	0.000000	0.000000
MED22	MED22	9	-	133340901	133348156	22.711992	12.695645	20.618952	23.917059	19.447372
AMIGO3	AMIGO3	3	-	49716834	49719805	13.849912	9.848674	12.386643	10.922733	17.400089
H6PD	H6PD	1	+	9234804	9271335	5.609632	5.458710	5.014592	6.568919	4.687349
RFPL2	RFPL2	22	-	32190435	32204849	8.441776	0.246596	1.118283	4.098104	3.845801
ZNF366	ZNF366	5	-	72439899	72507422	0.085358	0.0	0.0	0.0	0.0
LINC01039	LINC01039	13	+	99577112	99585979	0.168805	0.000000	0.229835	0.336160	0.109638
SYT14P1	SYT14P1	4	-	68060610	68063297	0.000000	0.000000	0.000000	0.000000	0.000000
PRDX3	PRDX3	10	-	119167699	119178865	188.008804	69.689827	178.913589	182.934769	138.566101
SCT	SCT	11	-	626316	627240	0.814143	0.000000	0.820054	0.462351	2.455972
CDY2B	CDY2B	Y	-	17878260	18027747	0.0	0.0	0.0	0.0	0.0
ABCA13	ABCA13	7	+	48171460	48647495	0.0	0.0	0.000000	0.0	0.0
P2RY6	P2RY6	11	+	73264505	73298625	0.000000	0.0	0.198532	0.0	0.0
TNF	TNF	6	+	31575567	31578335	1.419685	0.0	0.000000	0.000000	2.611356
TRANK1	TRANK1	3	-	36826817	36945057	0.0	0.0	0.000000	0.000000	0.0
NR2F2	NR2F2	15	+	96325928	96340263	71.862434	85.518333	65.933418	63.978268	72.042053
SOX2-OT	SOX2-OT	3	+	181056680	181742225	0.270349	0.000000	0.562429	0.526552	0.589862
PEX10	PEX10	1	-	2404802	2412571	7.233134	2.338842	9.934957	19.168633	4.673927
LINC00484	LINC00484	9	+	91119062	91182762	0.0	0.0	0.0	0.0	0.0
ZMAT2	ZMAT2	5	+	140700360	140706681	42.672729	51.465302	50.509510	48.817642	49.101620
HOXC-AS3	HOXC-AS3	12	-	53983951	53985519	9.015087	19.845394	13.493649	11.702706	10.433199
FAM92A1P2	FAM92A1P2	4	+	183037665	183040119	0.0	0.0	0.0	0.0	0.0
EXOSC4	EXOSC4	8	+	144078619	144080648	108.668419	140.407242	106.673569	108.243942	143.157516
LINC02232	LINC02232	4	-	64914281	65004500	0.000000	0.0	0.0	0.0	0.000000
NAPEPLD	NAPEPLD	7	-	103099576	103149122	1.783236	3.078600	2.442076	3.633960	3.622598
LOC100506585	LOC100506585	7	+	157854585	157866090	0.000000	0.206427	0.000000	0.0	0.000000
H2AFB3	H2AFB3	X	+	155380779	155381295	0	1.434966	0	0	1.327810
PGLYRP1	PGLYRP1	19	-	46019155	46023298	1.511947	0.000000	1.174520	2.205549	0.000000
DKFZP434K028	DKFZP434K028	11	-	61754029	61757664	0.000000	0.000000	0.000000	0.454500	0.000000
MIR6719	MIR6719	19	-	39829716	39829802	0.000000	0.825225	0.641407	3.924181	0.000000
ITGA2	ITGA2	5	+	52989326	53094779	2.290229	1.987739	1.829082	1.844782	0.849085
MSH4	MSH4	1	+	75796871	75913238	1.203442	0.000000	0.157326	0.891232	0.593701
PPP4R4	PPP4R4	14	+	94174312	94279735	15.493850	4.255248	13.862735	4.736551	6.687583
ZNF426	ZNF426	19	-	9523224	9538645	5.730799	5.718997	4.613369	6.054805	7.720655
COL6A3	COL6A3	2	-	237324012	237414207	0.098045	0.000000	0.035719	0.0	0.000000
OPN1SW	OPN1SW	7	-	128772489	128775790	0.000000	0.000000	0.000000	0.000000	0.000000
HLA-DQA1	HLA-DQA1	6	+	32637406	32643652	0.0	0.0	0.000000	0.000000	0.000000
PGAM2	PGAM2	7	-	44062727	44065567	11.739002	3.486301	6.422558	8.036914	12.650942
CCDC18	CCDC18	1	+	93180716	93278730	36.894470	57.337433	46.013901	50.635372	60.030682
RBCK1	RBCK1	20	+	408050	432137	87.448128	144.070618	94.157967	85.590233	103.149864
SLC25A3	SLC25A3	12	+	98593625	98602000	494.541687	715.402100	527.696777	541.241272	598.638855
TSL	TSL	7	+	27615974	27627492	0.324476	0.000000	1.291436	1.213759	0.000000
ZNF75A	ZNF75A	16	+	3305406	3318576	3.851540	11.856918	2.981633	3.553389	4.071641
SNORD78	SNORD78	1	-	173865622	173865686	13.942351	0.000000	2.751097	7.191964	3.140321
LINC00518	LINC00518	6	-	10427785	10434822	0.0	0.0	0.0	0.000000	0.0
METTL14-DT	METTL14-DT	4	-	118664089	118685341	0.000000	0.226352	0.205745	0.634774	0.000000
SLC35A3	SLC35A3	1	+	99969789	100026978	7.870786	8.906615	10.720331	10.737690	8.769318
ENTPD3-AS1	ENTPD3-AS1	3	-	40390951	40453308	1.160241	0.000000	0.810951	0.000000	0.000000
FN3KRP	FN3KRP	17	+	82716706	82728017	19.862301	14.945978	13.451485	4.287890	17.608633
OSBPL5	OSBPL5	11	-	3087116	3165352	3.718469	1.498158	4.866911	6.640102	6.427789
CRK	CRK	17	-	1421353	1456267	61.720760	48.864170	53.890385	73.069290	66.945549
C20orf96	C20orf96	20	-	270863	290778	11.958404	22.190245	10.647115	13.219083	19.584410
CRTAM	CRTAM	11	+	122838498	122872639	0.0	0.0	0.0	0.0	0.0
HIST1H2BD	HIST1H2BD	6	+	26158121	26171348	6.560924	0.000000	4.471711	3.811136	3.737916
RGPD6	RGPD6	2	-	110513802	110578732	0.423426	6.135847	0.017249	0.051485	7.089884
EFNA2	EFNA2	19	+	1286154	1301430	3.762054	2.396505	3.696359	6.215514	4.902565
RBM26-AS1	RBM26-AS1	13	+	79406309	79424333	33.363750	27.999683	26.469564	31.735260	42.560165
RIOX1	RIOX1	14	+	73490934	73493401	0.118480	0.139794	0.000000	0.000000	0.452919
KRT33B	KRT33B	17	-	41363494	41369800	0.0	0.0	0.0	0.0	0.0
EXOC2	EXOC2	6	-	485138	693141	17.606487	14.824436	23.579603	25.506937	16.826824
BPY2B	BPY2B	Y	+	24618004	24639205	0	0	0	0.000000	0
CLUL1	CLUL1	18	+	596998	650293	0.271792	0.000000	0.414806	0.000000	1.284427
OR4F21	OR4F21	8	-	166086	167024	0.0	0.0	0.0	0.0	0.0
ENDOG	ENDOG	9	+	128818500	128822676	27.137173	14.889388	28.853098	25.297314	15.247157
HPDL	HPDL	1	+	45326873	45328674	1.144236	3.300214	0.284332	1.445084	1.607421
PCDHGA11	PCDHGA11	5	+	141420970	141512979	1.794617	1.694223	1.886690	3.205917	1.550623
NXF2	NXF2	X	-	102360395	102440008	0	0	0	0	0.000000
CYMP	CYMP	1	+	110480766	110491269	0.0	0.0	1.219184	0.0	0.0
MIR4672	MIR4672	9	-	127869415	127869495	0.637057	0.000000	0.000000	0.000000	0.000000
RNU105B	RNU105B	20	+	8831185	8831393	0.000000	1.679405	0.000000	1.366597	1.534744
MEG9	MEG9	14	+	101069911	101072936	0.431642	0.0	0.234431	0.0	0.000000
UBP1	UBP1	3	-	33388336	33440405	53.021683	47.272152	44.323818	51.831856	44.466290
LINC01803	LINC01803	2	-	219904051	219904889	0.0	0.0	0.0	0.0	0.0
YIPF5	YIPF5	5	-	144158159	144170714	10.481693	11.998109	11.744779	15.099892	17.320890
C3orf35	C3orf35	3	+	37386269	37435497	7.148499	0.981091	7.413061	6.169605	5.045897
TMEM114	TMEM114	16	-	8526549	8590193	0.0	0.0	0.0	0.000000	0.0
SNORD96B	SNORD96B	X	-	110224989	110225060	0.000000	0.000000	2.325100	1.115698	0.000000
BTBD1	BTBD1	15	-	83016429	83067354	49.273289	42.547073	52.460224	59.493515	45.752491
MOXD2P	MOXD2P	7	-	142240737	142247067	0.0	0.0	0.000000	0.0	0.0
KIAA1656	KIAA1656	22	-	30368811	30377905	2.407577	1.134951	2.904829	2.144310	2.624692
GPR142	GPR142	17	+	74367506	74372600	0.0	0.0	0.0	0.0	0.0
RICTOR	RICTOR	5	-	38937921	39074408	5.312106	4.048956	7.637083	6.862545	5.596202
EFL1	EFL1	15	-	82130220	82262763	16.246380	12.046963	17.002369	21.829382	20.661808
SHISA6	SHISA6	17	+	11241423	11564063	0.0	0.0	0.0	0.0	0.0
PTGER4P2-CDK2AP2P2	PTGER4P2-CDK2AP2P2	9	+	62838445	62847206	0.509516	1.160242	0.996790	0.809154	0.236607
LINC00572	LINC00572	13	-	29918647	29926651	0.0	0.0	0.0	0.0	0.0
USP39	USP39	2	+	85602842	85649284	111.302109	110.922073	142.133026	156.114197	132.523911
SLBP	SLBP	4	-	1692731	1712741	199.808517	92.821632	71.665398	213.976578	207.708969
GTSF1L	GTSF1L	20	-	43726161	43727002	0.0	0.0	0.000000	0.392217	0.000000
OR2A1-AS1	OR2A1-AS1	7	-	144238573	144355718	0.000000	1.457544	0.000000	0.000000	0
KLF13	KLF13	15	+	31326835	31435665	6.840320	3.768035	6.178879	7.453746	5.013031
PLA2G4E-AS1	PLA2G4E-AS1	15	+	41972763	41999094	1.551248	0.0	2.237353	1.150522	1.840521
LINC01968	LINC01968	3	+	194708421	194782168	0.0	0.0	0.312973	0.0	0.000000
ZNF138	ZNF138	7	+	64794388	64853800	4.525898	8.036711	7.952345	4.773346	6.747148
LCP1	LCP1	13	-	46125923	46182324	0.000000	0.000000	0.183376	0.000000	0.496260
LOC100130357	LOC100130357	6	-	13273094	13295586	2.944481	4.750688	3.880158	2.410280	3.796041
LRP3	LRP3	19	+	33194693	33208867	38.995094	31.710251	30.305641	29.985678	38.039070
GIGYF2	GIGYF2	2	+	232697305	232860577	26.965763	31.999212	26.864902	34.546566	31.046761
NAA15	NAA15	4	+	139301467	139390781	59.479855	54.608253	57.902725	68.811783	64.540634
GAGE5	GAGE5	X	+	49341190	49577757	0	0.0	0.0	0.0	0.0
MIR6787	MIR6787	17	+	82236668	82236728	1.339385	0.000000	0.000000	7.023414	4.860022
HNRNPUL1	HNRNPUL1	19	+	41262476	41307783	380.630707	548.961914	359.318573	431.421265	368.895416
ENPP7P13	ENPP7P13	16	+	33769377	33784275	0.000000	0.0	0.0	0.0	0.0
FAM41AY1	FAM41AY1	Y	+	17500958	18405046	0.0	0.0	0.0	0.0	0.0
ANO7	ANO7	2	+	241188509	241225376	2.414578	1.925080	2.031937	2.137855	1.778943
TATDN1	TATDN1	8	-	124488495	124539088	20.904070	6.014367	24.564207	23.632778	21.683216
HIST1H2AK	HIST1H2AK	6	-	27837880	27838339	7.872280	13.699934	8.684663	12.111391	18.277908
LINC01058	LINC01058	13	-	30419439	30422244	0.000000	0.0	0.0	0.0	0.000000
LINC01633	LINC01633	1	+	185001527	185008678	0.0	0.0	0.0	0.0	0.0
SNORD116-24	SNORD116-24	15	+	25094036	25094129	0.000000	0.000000	0.000000	0.000000	0.000000
TMEM53	TMEM53	1	-	44653247	44674608	2.262103	2.938198	4.864987	3.920745	1.102400
EXOSC9	EXOSC9	4	+	121801317	121817021	139.728119	107.940063	165.255417	181.107101	209.128494
ANGPTL6	ANGPTL6	19	-	10092337	10102749	2.283833	2.332582	0.000000	1.750337	2.150364
OSBP	OSBP	11	-	59574398	59616144	32.686245	36.055805	36.292446	41.895103	38.309364
OR2W1	OR2W1	6	-	29044213	29045175	0.0	0.397616	0.0	0.0	0.0
ZNF43	ZNF43	19	-	21804949	21852068	0.0	0.0	0.0	0.0	0.0
ARL17A	ARL17A	17	+	45515229	45516109	3.207251	1.061437	2.807108	1.413302	0.696966
FAM27B	FAM27B	9	-	67725483	67726743	28.129009	25.915899	30.407009	29.525537	40.859966
TMEM43	TMEM43	3	+	14124940	14143680	31.968559	55.521713	32.037010	35.730560	36.249844
BOLL	BOLL	2	-	197726879	197786312	1.460849	1.655705	0.892397	1.077093	1.717184
PARP15	PARP15	3	+	122577602	122639047	0.0	0.0	0.0	0.0	0.0
LAYN	LAYN	11	+	111540280	111561745	13.106905	10.325602	16.331005	13.922019	7.683484
ISCU	ISCU	12	+	108561463	108569384	54.487965	56.533207	53.853973	53.668156	59.662647
STX17	STX17	9	+	99906654	99974534	6.018936	7.725174	6.214336	9.105040	7.024090
LINC02143	LINC02143	5	-	164448422	164467402	0.0	0.0	0.0	0.0	0.0
MRPL21	MRPL21	11	-	68891278	68903835	469.583893	403.876862	483.329681	428.628052	477.394897
RASA4CP	RASA4CP	7	-	44028887	44040623	7.763636	0.000000	5.035666	2.919055	4.602131
KATNAL1	KATNAL1	13	-	30202630	30307487	9.528905	7.466921	9.911851	11.405460	6.666877
NT5C2	NT5C2	10	-	103088017	103193306	13.448982	14.879156	22.379669	22.249775	14.158389
NPEPL1	NPEPL1	20	+	58689131	58715844	7.312563	0.000000	8.348787	2.737190	14.393555
SNORD66	SNORD66	3	+	184325696	184325771	1.216485	2.676552	0.000000	0.000000	0.000000
RNA5S2	RNA5S2	1	-	228646038	228646158	0.000000	0.000000	0.000000	0.000000	0.000000
FRG2EP	FRG2EP	20	-	29414075	29416961	0.0	0.0	0.000000	0.000000	0.0
MRPL42P5	MRPL42P5	15	-	40531884	40532550	2.962384	1.152251	1.914238	4.788513	7.398964
MIR3929	MIR3929	18	-	35934088	35934142	0.0	0.0	0.0	0.0	0.0
OR7E91P	OR7E91P	2	+	71024075	71029930	0.0	0.0	0.0	0.0	0.0
LINC01645	LINC01645	1	+	177351586	177366458	0.0	0.0	0.0	0.0	0.0
C11orf16	C11orf16	11	-	8920076	8933006	0.239021	0.424759	0.000000	0.934644	0.893212
LOC101928304	LOC101928304	6	-	134525318	134540005	0.0	0.0	0.000000	0.296689	0.000000
ISPD	ISPD	7	-	16087527	16421322	0.639882	1.409796	1.318257	0.686506	0.925602
WNK2	WNK2	9	+	93184930	93320572	40.512936	49.915089	38.479286	52.189846	47.746029
LINC00862	LINC00862	1	-	200342544	200373792	0.000000	0.000000	0.000000	0.0	1.530021
ANXA13	ANXA13	8	-	123680794	123737426	0.0	0.0	0.0	0.0	0.0
LINC00881	LINC00881	3	+	157089881	157101135	0.288543	0.0	0.000000	0.0	0.000000
POM121L9P	POM121L9P	22	+	24251621	24265524	0.080668	0.0	0.132474	0.181536	0.073728
WDR25	WDR25	14	+	100376416	100530303	12.492825	5.243574	6.155972	9.119879	7.586481
RNU12	RNU12	22	+	42615245	42615393	0.0	0.0	0.127675	4.328012	0.0
RBBP9	RBBP9	20	-	18486541	18497243	11.940943	6.105847	12.626182	13.775408	6.435121
MIR3180-3	MIR3180-3	16	-	15154935	15155028	0.000000	0.000000	0.000000	0.000000	0.000000
CTIF	CTIF	18	+	48539056	48863215	20.221968	11.427029	20.617388	21.178589	20.932961
LINC01015	LINC01015	6	+	29529406	29533568	0.0	0.0	0.0	0.0	0.0
LINC01588	LINC01588	14	-	49981669	50007520	0.690300	2.085677	0.769137	0.975614	0.739028
MTRNR2L8	MTRNR2L8	11	-	10507887	10509176	66.834755	66.505463	58.499962	49.962097	74.083160
ANAPC13	ANAPC13	3	-	134477704	134486023	79.885582	69.419197	93.346909	104.744621	96.445526
MAGEA5	MAGEA5	X	-	152114049	152117939	0.000000	0.0	0.0	0.0	0.0
TMEM139	TMEM139	7	+	143284899	143288049	0.000000	0.000000	0.065158	0.630856	0.710453
TEX14	TEX14	17	-	58556677	58692055	3.315884	0.747154	4.049118	2.659442	6.207439
SLMO2-ATP5E	SLMO2-ATP5E	20	-	59028678	59042846	15.280046	0.000000	34.014820	21.632593	40.789917
BANF2	BANF2	20	+	17693675	17735872	0.0	0.0	0.0	0.0	0.000000
MIR3654	MIR3654	7	-	133034860	133034915	565.544128	213.638763	564.342590	599.837341	440.797455
TBC1D3D	TBC1D3D	17	-	36377531	36457529	0	0	0	0.000000	0
LINC01114	LINC01114	2	-	104746637	104757719	0.0	0.0	0.0	0.0	0.0
POM121L12	POM121L12	7	+	53035656	53036925	0.0	0.0	0.0	0.0	0.0
GLUD1P3	GLUD1P3	10	+	73730562	73731771	3.992522	0.000000	3.559839	1.967415	1.318063
LOC105369212	LOC105369212	15	-	96082054	96127841	0.000000	0.000000	0.000000	0.000000	0.000000
C8orf89	C8orf89	8	-	73241424	73259502	0.000000	0.0	0.0	0.0	0.0
TOPBP1	TOPBP1	3	-	133600605	133661921	52.483944	45.119144	68.194374	71.944687	60.091843
MIR4635	MIR4635	5	-	1062896	1062974	0.653185	0.000000	0.000000	1.497013	0.861270
STK19	STK19	6	+	32013270	32014184	0.000000	0.000000	0.000000	2.157078	0.000000
DOCK7	DOCK7	1	-	62454726	62688368	29.972511	26.943966	35.212723	39.832592	33.213051
LOC100129291	LOC100129291	X	-	71662991	71666868	0.000000	0.0	0.000000	0.0	0.0
SNORA75	SNORA75	2	-	231455800	231455936	0.000000	0.000000	1.851440	0.000000	0.000000
NFKBIA	NFKBIA	14	-	35401510	35404754	52.678341	32.574322	47.700100	53.700909	50.287422
PLEKHA8	PLEKHA8	7	+	30028361	30130482	8.307380	2.345035	9.473348	10.710498	4.076942
UBE2H	UBE2H	7	-	129830733	129952960	7.651466	7.370116	6.730214	8.138266	9.503266
SOS1	SOS1	2	-	38981549	39120463	17.436455	16.682407	16.238043	22.151735	20.047443
SNAR-B2	SNAR-B2	19	-	50139118	50139237	0.000000	0.981807	0.000000	0.000000	0.000000
NPBWR2	NPBWR2	20	-	64105830	64106831	0.0	0.0	0.732843	0.926408	0.0
SERF1B	SERF1B	5	+	70025251	70918524	0	18.757282	31.215305	58.368195	46.544956
RHEB	RHEB	7	-	151466012	151519895	150.934143	172.244278	170.793839	150.204056	256.917267
MRPS9	MRPS9	2	+	105038025	105099960	127.104584	136.071579	138.707932	123.488731	125.723076
LAIR1	LAIR1	19	-	54353624	54370556	0.000000	0.000000	0.0	0.0	0.0
PPP1CC	PPP1CC	12	-	110719808	110742978	120.838966	111.171906	124.070831	139.069168	111.271858
MIR5787	MIR5787	3	+	50227436	50227490	0.000000	0.000000	0.000000	0.243425	0.000000
MIRLET7A2	MIRLET7A2	11	-	122146522	122146593	0.0	0.000000	0.0	0.0	0.0
MIR3192	MIR3192	20	+	18470615	18470691	1.703299	0.000000	0.000000	0.000000	0.000000
AP3B1	AP3B1	5	-	78002326	78294755	31.704937	41.256702	25.270609	46.049442	40.458832
NPIPA5	NPIPA5	16	-	15363624	15378294	15.617179	17.256981	20.155190	11.111725	20.353167
MIR514A1	MIR514A1	X	-	147279247	147279344	0.0	0.0	0.0	0.0	0.0
EML3	EML3	11	-	62602219	62612765	15.493508	24.425079	15.328509	14.152678	12.730676
PI4K2A	PI4K2A	10	+	97640686	97676432	53.387062	47.797806	54.022270	56.627098	67.351982
SLC39A10	SLC39A10	2	+	195656808	195737702	19.963671	22.665283	22.989550	21.733149	12.023662
MAD1L1	MAD1L1	7	-	1815792	2232948	14.670784	22.768097	21.440008	20.660887	20.090668
OR10A2	OR10A2	11	+	6869755	6870666	0.752051	1.281422	0.355997	0.271584	2.275471
SORBS3	SORBS3	8	+	22551738	22575495	101.397118	144.361298	93.096077	134.320862	123.110245
FOXJ2	FOXJ2	12	+	8032763	8055522	22.982605	34.614208	28.291712	35.838303	33.303165
SLC41A2	SLC41A2	12	-	104802553	104958744	3.987139	5.022582	9.369330	4.170565	5.516822
ARIH2OS	ARIH2OS	3	-	48917788	48919385	12.405838	9.942954	13.520894	9.258349	19.626532
SBF2	SBF2	11	-	9778667	10294207	12.053452	16.425814	18.648167	18.323486	15.246056
PIK3CD	PIK3CD	1	+	9651731	9728922	0.613670	0.572207	2.330581	1.416770	1.604314
LINC01503	LINC01503	9	+	129336923	129347477	0.0	0.0	0.000000	1.017957	0.000000
PNPLA4	PNPLA4	X	-	7898763	7927739	7.235610	2.370458	6.500659	4.812356	4.362233
SNORD115-30	SNORD115-30	15	+	25225203	25225284	0.000000	0.000000	0.000000	0.000000	0.000000
PTGER2	PTGER2	14	+	52314312	52328595	1.612330	0.000000	1.999732	1.384284	1.380800
SIGLEC12	SIGLEC12	19	-	51491227	51501789	0.0	0.0	0.212492	0.0	0.0
TBX4	TBX4	17	+	61452422	61485110	3.711619	1.181065	1.231990	1.879056	4.749977
PIGO	PIGO	9	-	35088688	35096601	15.094175	15.864154	10.995487	19.309917	17.211435
C3orf85	C3orf85	3	+	109136714	109150104	0.0	0.0	0.0	0.0	0.0
LOC389199	LOC389199	4	+	7939001	7940296	0.061383	0.000000	0.000000	0.000000	0.065625
FAM92A	FAM92A	8	+	93700507	93729250	44.951138	45.287338	46.648476	41.218548	49.199631
ABLIM3	ABLIM3	5	+	149141447	149260438	1.764853	1.180696	1.026082	2.156083	2.795891
SLC8A3	SLC8A3	14	-	70044217	70189070	1.781315	0.392196	0.564543	0.920430	0.885192
LOC100289473	LOC100289473	20	-	1773365	1779746	0.000000	0.000000	0.000000	0.000000	0.000000
LOC220729	LOC220729	3	-	197614027	197627881	5.697894	0.0	4.684709	4.486149	3.995231
LINC00333	LINC00333	13	+	84140602	84606768	0.0	0.0	0.0	0.0	0.0
PWAR6	PWAR6	15	+	25031873	25036488	0.000000	0.000000	0.163750	0.000000	0.000000
SRSF7	SRSF7	2	-	38743599	38751494	104.130646	91.398872	139.352844	121.794617	128.380203
AMT	AMT	3	-	49416778	49422678	6.791682	10.530883	8.789541	7.572636	7.400002
TIMP1	TIMP1	X	+	47582291	47586791	950.426636	985.311890	897.693359	860.518372	922.736389
SLC22A2	SLC22A2	6	-	160216762	160258931	0.0	0.0	0.0	0.164672	0.0
COPE	COPE	19	-	18899511	18919403	503.505829	576.857971	405.342468	403.686249	572.682129
LRRC30	LRRC30	18	+	7231104	7232088	0.0	0.0	0.0	0.0	0.0
AP1B1	AP1B1	22	-	29327680	29388583	147.645966	153.219849	140.808655	163.625305	168.988602
LIMD1	LIMD1	3	+	45594831	45681263	19.295729	16.793676	18.934948	25.012220	22.185728
NQO2	NQO2	6	+	2999816	3019876	39.939781	36.393219	46.774487	35.754147	37.563408
MAP3K6	MAP3K6	1	-	27355179	27366866	8.915277	11.062087	9.475106	9.833429	11.992989
C20orf194	C20orf194	20	-	3249302	3407662	9.380920	7.214611	9.462370	8.548559	11.642856
SNORA3B	SNORA3B	11	+	8685439	8685569	22.050486	20.003838	13.118020	28.922993	17.919014
MIR548A1HG	MIR548A1HG	6	+	18522747	18722898	0.0	0.0	0.0	0.0	0.0
RAD21L1	RAD21L1	20	+	1226120	1254501	0.000000	0.0	0.000000	0.0	0.0
GRK6P1	GRK6P1	13	+	21319036	21322103	1.058915	1.007547	2.850226	1.292799	1.204906
MOB3B	MOB3B	9	-	27325209	27529852	7.302481	5.496917	9.383007	10.053597	7.505847
FSD1	FSD1	19	+	4304594	4323846	21.398548	16.321005	18.647865	21.501242	16.403114
ITIH6	ITIH6	X	-	54748899	54798240	1.671408	2.092242	1.034910	1.150957	1.982455
SNORA15B-2	SNORA15B-2	7	+	65760052	65760186	0.000000	0.000000	1.232888	0	1.603248
CSF2RA	CSF2RA	Y	+	1268800	1309935	0.0	0.0	0.0	0.000000	0.112156
MIR4441	MIR4441	2	-	239085827	239085926	0.000000	0.000000	0.000000	0.167355	0.000000
GLIPR1	GLIPR1	12	+	75480733	75501936	0.538225	1.037524	0.194764	1.097404	0.193094
LINC02138	LINC02138	16	+	89166383	89169147	0.0	0.0	2.538386	0.000000	3.000862
AP1B1P1	AP1B1P1	22	+	32121977	32133469	0.0	0.0	0.000000	0.0	0.0
LOC100506076	LOC100506076	2	+	97278717	97291878	23.453642	20.428345	19.766573	10.057281	13.616508
LOC647070	LOC647070	1	-	182833672	182839591	2.234993	0.822024	2.268701	2.280706	1.910996
SNORD113-8	SNORD113-8	14	+	100943451	100943523	0.000000	0.0	0.000000	0.0	0.0
C6orf203	C6orf203	6	+	107028172	107051586	8.040028	4.853486	8.101032	8.146057	5.688248
H2AFX	H2AFX	11	-	119093875	119095467	127.031387	151.215820	120.023903	111.708038	153.704681
RUBCN	RUBCN	3	-	197668867	197749699	8.044411	7.733873	10.615140	13.515996	13.020507
TTTY2B	TTTY2B	Y	-	6406244	9758476	0.0	0.0	0.0	0.0	0.0
LINC01988	LINC01988	3	+	44427922	44429529	0.646371	0.0	0.000000	0.0	1.433875
HOXC9	HOXC9	12	+	54000119	54003336	50.355537	56.686665	45.334225	31.429560	47.801445
