Gene	Name	Chr	Strand	Start	End	CRISPRa_C1_Rep1	CRISPRa_C1_Rep2
DDX28	DDX28	16	-	68021274	68023867	22.970535	49.190273
RASAL2-AS1	RASAL2-AS1	1	-	178091508	178093993	0.000000	0.000000
LINC00942	LINC00942	12	+	1500491	1504424	0.0	0.0
C1GALT1C1L	C1GALT1C1L	2	-	43675153	43676322	146.054749	0.0
L3HYPDH	L3HYPDH	14	-	59472606	59484408	0.0	0.0
DPP8	DPP8	15	-	65442463	65517713	2.741076	31.039717
PAQR9-AS1	PAQR9-AS1	3	+	142964058	143001090	0.000000	0.0
LOC102724238	LOC102724238	9	-	62374481	62376870	0.012446	0.000000
NKX3-1	NKX3-1	8	-	23678693	23682937	0.301989	0.0
LOC401021	LOC401021	2	+	176136612	176140391	0.290296	0.000000
SPDYE2B	SPDYE2B	7	+	102551232	102661400	2.607004	31.290905
HMG20A	HMG20A	15	+	77420651	77485603	47.805470	0.337899
OR5B2	OR5B2	11	-	58422265	58423313	0.0	0.0
UBD	UBD	6	-	29555612	29559925	0.0	0.0
MGC27382	MGC27382	1	+	78229599	78369462	0.0	0.0
LINC01864	LINC01864	19	+	56066684	56078800	0.000000	0.0
PCBP2-OT1	PCBP2-OT1	12	+	53464468	53465057	0.185417	0.000000
NWD1	NWD1	19	+	16719976	16817963	0.0	0.0
GRM7-AS3	GRM7-AS3	3	-	6632358	6805449	0.0	0.0
LOC101593348	LOC101593348	12	+	122226442	122228792	0.000000	0.000000
FAM114A2	FAM114A2	5	-	153990131	154038938	23.931906	22.186401
RTL6	RTL6	22	-	44492570	44498125	3.620991	0.0
MEIOB	MEIOB	16	-	1833983	1872178	0.000000	0.000000
MEF2C	MEF2C	5	-	88718241	88904105	13.875899	0.000000
CPE	CPE	4	+	165378942	165498547	136.258087	172.840103
CCT7	CCT7	2	+	73234236	73253022	856.483704	2409.319092
SPIN4	SPIN4	X	-	63347228	63351339	0.0	0.080514
ERAP2	ERAP2	5	+	96875939	96919716	0.0	0.0
SLC7A5	SLC7A5	16	-	87830016	87869499	0.0	0.0
ZNF74	ZNF74	22	+	20394115	20408463	21.750113	0.0
C4orf33	C4orf33	4	+	129093674	129112688	270.705536	0.0
MTX1	MTX1	1	+	155208699	155213839	110.845551	29.222576
LOC105377102	LOC105377102	3	+	57269566	57278127	0.000000	0.000000
ADCY5	ADCY5	3	-	123282296	123448545	0.0	0.0
TOMM40L	TOMM40L	1	+	161225939	161230746	0.0	0.0
LOC100131496	LOC100131496	20	+	47318502	47320754	0.000000	0.0
MRGPRX1	MRGPRX1	11	-	18933813	18935002	0.0	0.0
OSTCP1	OSTCP1	6	-	158841126	158857632	0.000000	0.000000
LOC390937	LOC390937	19	-	41907549	41928721	0.0	0.000000
PGPEP1L	PGPEP1L	15	-	98968230	99007795	0.0	0.0
ZNF470	ZNF470	19	+	56567521	56582894	0.0	0.0
SCGB2A2	SCGB2A2	11	+	62270158	62273157	0.0	0.0
YPEL1	YPEL1	22	-	21697537	21735834	0.0	0.0
CNTNAP5	CNTNAP5	2	+	124025287	124915377	0.0	0.0
NAGPA	NAGPA	16	-	5024844	5033941	0.0	0.0
WFIKKN1	WFIKKN1	16	+	631012	634116	0.0	0.0
LINC01831	LINC01831	2	-	104412152	104414031	0.0	0.0
HIST2H4B	HIST2H4B	1	-	149860764	149861159	0.413365	0.000000
IGSF11-AS1	IGSF11-AS1	3	+	118943076	118948241	0.0	0.0
PDK2	PDK2	17	+	50094737	50111369	30.649683	0.0
AMPD2	AMPD2	1	+	109619813	109632055	17.217541	9.389664
LINC02016	LINC02016	3	-	127322307	127390670	0.0	0.0
LOC93463	LOC93463	2	-	237048599	237056167	0.0	0.0
RAP2B	RAP2B	3	+	153162212	153170624	0.0	0.0
CORT	CORT	1	+	10449719	10452003	0.000000	0.000000
LOC100128006	LOC100128006	17	-	12760134	12790284	0.000000	0.0
KRT8	KRT8	12	-	52897187	52949866	87.065620	90.018372
SHBG	SHBG	17	+	7614064	7633383	29.989048	0.000000
RNF135	RNF135	17	+	30970938	30999911	3.047817	0.0
GIPR	GIPR	19	+	45668244	45683724	0.000000	0.0
SCOC	SCOC	4	+	140257286	140382556	0.534661	130.100235
MANEAL	MANEAL	1	+	37794102	37801606	0.0	0.0
RHCE	RHCE	1	-	25362249	25420914	0.000000	0.118716
SH3GLB2	SH3GLB2	9	-	129007793	129028353	0.0	17.858131
LINC00563	LINC00563	13	-	46296445	46297844	0.0	0.0
STAM2	STAM2	2	-	152116801	152175992	0.0	0.0
HDAC4-AS1	HDAC4-AS1	2	+	239401436	239402364	2.553017	0.0
TPD52L2	TPD52L2	20	+	63865228	63891545	7.002368	130.328552
OPN1SW	OPN1SW	7	-	128772489	128775790	6.758135	0.000000
XRCC2	XRCC2	7	-	152646502	152676165	47.397324	81.861786
MAPK8	MAPK8	10	+	48306639	48439359	12.186434	0.0
SYNJ1	SYNJ1	21	-	32628759	32728040	27.995314	0.0
OR52N5	OR52N5	11	-	5777634	5778667	0.0	0.0
COL28A1	COL28A1	7	-	7358613	7535829	0.0	0.0
LOC101928445	LOC101928445	5	-	179595904	179603741	0.000000	0.0
CLASRP	CLASRP	19	+	45039040	45070956	13.299165	0.0
ARHGAP4	ARHGAP4	X	-	153907376	153926260	1.051248	0.0
LOC340357	LOC340357	8	-	12765849	12811478	0.0	0.0
MIR6731	MIR6731	1	-	24919345	24919416	0.0	0.0
PRR7	PRR7	5	+	177446795	177456286	0.000000	11.334940
GAU1	GAU1	12	-	4700417	4720102	0.0	0.545392
VIP	VIP	6	+	152750797	152759766	0.0	0.0
C11orf52	C11orf52	11	+	111918913	111926871	0.0	0.0
CYP4A22	CYP4A22	1	+	47137425	47148854	0.0	0.0
MIR5195	MIR5195	14	-	106850885	106850999	0.0	0.0
MIR33B	MIR33B	17	-	17813836	17813931	0.000000	0.0
TRIM28	TRIM28	19	+	58544469	58550715	11.120038	0.000000
ACTG1	ACTG1	17	-	81509971	81512799	297.979401	0.165674
LOC100996724	LOC100996724	1	-	120469630	120665436	4.450317	0.000000
TDG	TDG	12	+	103965804	103988878	29.519972	5.210699
LINC02521	LINC02521	6	+	2634500	2640559	0.0	0.0
FAM149A	FAM149A	4	+	186144287	186172663	0.0	0.0
STX18-AS1	STX18-AS1	4	+	4542131	4710937	4.140667	0.0
CAMKMT	CAMKMT	2	+	44361904	44772592	32.076599	0.0
ADH1B	ADH1B	4	-	99306387	99321442	0.0	0.0
HYDIN	HYDIN	16	-	70802084	71230722	0.000000	0.0
OR9Q1	OR9Q1	11	+	58023881	58181566	0.0	0.0
RNA5S2	RNA5S2	1	-	228610266	228646158	0	0.0
POU6F1	POU6F1	12	-	51186936	51217755	0.0	0.0
LINC00558	LINC00558	13	+	53815419	53876119	0.0	0.0
WT1	WT1	11	-	32387776	32435539	0.0	0.0
ITFG1-AS1	ITFG1-AS1	16	+	47144068	47162746	0.000000	0.0
GMNC	GMNC	3	-	190852737	190862676	0.0	0.0
LINC02008	LINC02008	3	+	81986142	82463675	0.0	0.0
NQO1	NQO1	16	-	69709401	69726668	0.0	0.0
DUSP11	DUSP11	2	-	73762198	73780157	181.575195	116.746887
ATG4C	ATG4C	1	+	62784106	62865514	105.078094	1.155870
HNRNPCL3	HNRNPCL3	1	+	13061232	13062237	0.000000	0.000000
LOC100130370	LOC100130370	17	-	81375432	81385360	0.0	0.0
MIR576	MIR576	4	+	109488698	109488795	0.000000	0.0
RASGRP2	RASGRP2	11	-	64726911	64745456	0.0	0.0
GBAT2	GBAT2	1	+	151347010	151347891	0.000000	0.0
KIF9	KIF9	3	-	47228026	47282847	13.745776	0.000000
C15orf40	C15orf40	15	-	82988963	83011641	85.161324	94.788582
MIR6759	MIR6759	12	-	57748618	57748682	0.025680	0.000000
ZNF691	ZNF691	1	+	42846573	42852475	6.505394	0.0
PEF1	PEF1	1	-	31629862	31645237	647.507996	1062.058838
STON2	STON2	14	-	81260650	81436465	9.589353	0.000000
FAM184A	FAM184A	6	-	118959829	119149193	4.109891	0.0
CEACAM22P	CEACAM22P	19	-	44537058	44556917	0.000000	0.0
MIR4724	MIR4724	17	+	31534883	31534971	0.0	0.0
ABCC1	ABCC1	16	+	15949577	16143073	5.491025	0.000000
CWC22	CWC22	2	-	179944877	180007053	52.015934	97.921310
MGC16025	MGC16025	2	-	239193331	239195457	0.000000	0.000000
SPRR2D	SPRR2D	1	-	153039725	153041118	0.0	0.0
CFHR3	CFHR3	1	+	196774800	196794073	0.0	0.000000
PNLIPRP1	PNLIPRP1	10	+	116590959	116609175	0.0	0.0
LINC00635	LINC00635	3	-	107841662	107878068	0.0	0.0
FASTKD2	FASTKD2	2	+	206765388	206796187	16.637964	4.600271
PYGM	PYGM	11	-	64746389	64760715	0.0	0.0
MBIP	MBIP	14	-	36298558	36320676	62.853817	741.727539
AQP9	AQP9	15	+	58138169	58185911	0.0	0.0
GPR141	GPR141	7	+	37683775	37743821	0.0	0.0
DDT	DDT	22	-	23971365	23979828	153.427734	332.287048
SH3TC2	SH3TC2	5	-	148982150	149063174	0.0	0.0
MIR1295A	MIR1295A	1	-	171101728	171101806	0.000000	0.0
TAF1C	TAF1C	16	-	84177847	84187070	0.000000	0.0
UCP3	UCP3	11	-	74000277	74009237	0.0	0.0
GPR31	GPR31	6	-	167156872	167157831	0.0	0.0
MIR1208	MIR1208	8	+	128150116	128150188	0.0	0.0
CLCA2	CLCA2	1	+	86424171	86456553	0.0	0.0
MIR6128	MIR6128	11	+	56743873	56743981	0.0	0.0
SNORD19C	SNORD19C	3	+	52691378	52691444	0.000000	0.000000
MIR330	MIR330	19	-	45638994	45639087	0.000000	0.0
LINC01541	LINC01541	18	-	71519964	71578956	0.0	0.0
SMARCD1	SMARCD1	12	+	50085200	50100711	4.805167	11.731553
RHBDL1	RHBDL1	16	+	675666	678268	0.0	0.0
LINC02461	LINC02461	12	+	43155315	43163110	0.0	0.0
CREB3L2	CREB3L2	7	-	137874979	138002101	0.0	0.0
HEPACAM	HEPACAM	11	-	124919205	124936047	0.0	0.0
RRM2B	RRM2B	8	-	102204501	102239118	6.650227	0.0
LRFN5	LRFN5	14	+	41606856	41904551	0.0	0.0
INO80C	INO80C	18	-	35468327	35497991	147.852066	135.509598
MIDN	MIDN	19	+	1248553	1259143	0.0	0.0
DOCK1	DOCK1	10	+	126905409	127452517	10.160117	0.0
SMIM9	SMIM9	X	-	154823348	154834662	0.0	0.0
MIR323A	MIR323A	14	+	101025732	101025817	0.0	0.0
ATP2B1	ATP2B1	12	-	89588049	89709366	28.912344	0.0
MIR3915	MIR3915	X	-	32583656	32583752	0.000000	0.0
SH3RF3	SH3RF3	2	+	109129541	109504636	0.000000	0.0
OR1N1	OR1N1	9	-	122526358	122527293	0.0	0.0
FCAMR	FCAMR	1	-	206957967	206970625	0.0	0.0
APLP1	APLP1	19	+	35868445	35879797	0.0	0.0
H2AFZ	H2AFZ	4	-	99948087	99950355	3673.399902	1510.404175
CD99P1	CD99P1	X	+	2609265	2657229	0.0	0.000000
SCARNA21	SCARNA21	17	+	7906123	7906260	0.000000	0.000000
CMPK2	CMPK2	2	-	6840553	6866635	0.0	0.0
NEUROG3	NEUROG3	10	-	69572035	69573454	0.000000	0.0
FGF14	FGF14	13	-	101720855	102402428	0.0	0.0
LOC101929460	LOC101929460	6	-	169034171	169035643	0.0	0.0
LINC01951	LINC01951	5	-	174919082	174995731	0.0	0.0
DNAJC18	DNAJC18	5	-	139410203	139439525	8.751117	29.451796
LINC02155	LINC02155	8	+	61889839	61894206	0.0	0.0
RPL13AP6	RPL13AP6	10	-	110936603	110937255	1.336735	1.846947
DSEL	DSEL	18	-	67506587	67516720	0.0	0.0
LINC00347	LINC00347	13	+	74552843	74557120	0.0	0.0
KCNJ16	KCNJ16	17	+	70075225	70135605	0.0	0.0
TCAF2	TCAF2	7	+	143620974	143730080	0.0	0.0
LOC101928622	LOC101928622	4	-	33896341	34039893	0.0	0.0
PCDHB18P	PCDHB18P	5	+	141234333	141237529	0.0	0.0
OR2T4	OR2T4	1	+	248361581	248362627	0.0	0.0
LINC02401	LINC02401	12	+	103547794	103559815	0.0	0.0
MIR369	MIR369	14	+	101065598	101065667	0.0	0.0
LINC02615	LINC02615	4	+	128428016	128519396	0.0	0.0
MTSS1L	MTSS1L	16	-	70661204	70686051	0.000000	0.0
RBM12B-AS1	RBM12B-AS1	8	+	93740111	93740819	0.114657	0.0
C10orf143	C10orf143	10	-	130063898	130110821	2.302558	0.0
ACTN1	ACTN1	14	-	68874123	68979366	0.505852	0.051983
C3orf62	C3orf62	3	-	49268596	49277232	13.534711	0.0
EPC1	EPC1	10	-	32267716	32378798	24.315950	56.168118
SLC26A8	SLC26A8	6	-	35943514	36024636	0.0	0.0
LINC02314	LINC02314	14	+	101442076	101444314	0.0	0.0
LOC400684	LOC400684	19	-	32390050	32405539	8.392331	28.404936
LINC01524	LINC01524	20	+	52620838	52650426	0.0	0.0
RIMS3	RIMS3	1	-	40620680	40665682	2.979605	0.0
SNORD70B	SNORD70B	2	+	202278113	202278187	0.000000	0.000000
KIF7	KIF7	15	-	89627970	89655451	0.000000	0.000000
MIR4767	MIR4767	X	+	7147860	7147937	0.000000	0.0
UNKL	UNKL	16	-	1363205	1414720	0.000000	0.000000
TMEM256-PLSCR3	TMEM256-PLSCR3	17	-	7389728	7404131	6.374806	0.011267
MIR8089	MIR8089	5	-	181043403	181043484	0.000000	0.000000
RSC1A1	RSC1A1	1	+	15659713	15662030	0.0	0.0
ELOVL1	ELOVL1	1	-	43363397	43368074	89.584625	0.000000
BARX2	BARX2	11	+	129375986	129452279	0.0	0.0
KCNMA1-AS3	KCNMA1-AS3	10	+	77350872	77376613	0.0	0.0
IDH3B	IDH3B	20	-	2658390	2664223	277.570587	951.144653
ZNF599	ZNF599	19	-	34758074	34773229	43.766197	0.0
TRIP4	TRIP4	15	+	64387804	64455303	114.122612	164.413971
FOXD3-AS1	FOXD3-AS1	1	-	63320884	63324441	445.927063	68.484444
TCF7L1	TCF7L1	2	+	85133392	85310387	0.0	0.0
MIR4477A	MIR4477A	9	+	41233755	63819654	0	0.0
AGPAT4-IT1	AGPAT4-IT1	6	-	161160132	161161982	0.000000	0.000000
LMTK2	LMTK2	7	+	98106862	98209638	10.834530	0.000000
ERICH5	ERICH5	8	+	98064522	98093610	70.488510	0.0
ZNF10	ZNF10	12	+	133130628	133159463	0.0	0.0
RNR1	RNR1	M	+	648	1601	698.940430	2211.622559
ZSCAN18	ZSCAN18	19	-	58083842	58118426	29.046593	0.0
GTF2I	GTF2I	7	+	74657665	74760692	44.115307	5.043548
MIR6082	MIR6082	4	+	171186184	171186292	0.0	0.0
KRT25	KRT25	17	-	40748021	40755332	0.000000	0.0
MAD1L1	MAD1L1	7	-	1815792	2232948	8.242290	19.320499
MIR374A	MIR374A	X	-	74287286	74287357	0.000000	0.000000
MIR4300HG	MIR4300HG	11	-	81879851	82403913	0.0	0.0
TGFBRAP1	TGFBRAP1	2	-	105249423	105329714	10.577788	26.407043
STEAP1	STEAP1	7	+	90154375	90164827	0.0	69.687233
PC	PC	11	-	66848526	66958376	9.012314	0.000000
VSIG4	VSIG4	X	-	66021738	66040125	0.0	0.0
CDHR4	CDHR4	3	-	49790734	49799873	0.0	0.0
MIPEPP3	MIPEPP3	13	+	21298125	21392922	44.279945	0.000000
UBE2L3	UBE2L3	22	+	21549447	21624034	150.031403	350.206635
CNPY3	CNPY3	6	+	42928002	42939287	41.365856	0.0
MYLK-AS1	MYLK-AS1	3	+	123585513	123630819	15.421487	11.914292
FRMPD1	FRMPD1	9	+	37651055	37746904	0.000000	0.0
TMEM56-RWDD3	TMEM56-RWDD3	1	+	95117923	95244953	9.617266	0.025601
HOOK1	HOOK1	1	+	59814861	59876378	49.160366	0.0
DENND1B	DENND1B	1	-	197504749	197775493	46.573074	0.0
MIR4528	MIR4528	18	+	53237101	53237190	0.0	0.0
LHB	LHB	19	-	49015980	49017090	0.000000	0.000000
ALOXE3	ALOXE3	17	-	8095900	8118916	0.0	0.0
MIR4765	MIR4765	2	+	32635255	32635331	0.000000	0.0
PIGA	PIGA	X	-	15319451	15335554	118.236931	127.222397
DRAP1	DRAP1	11	+	65919426	65921563	151.185562	173.977264
C17orf64	C17orf64	17	+	60422504	60431426	0.0	0.0
CCDC173	CCDC173	2	-	169645425	169694421	6.383708	0.0
TCL1A	TCL1A	14	-	95709967	95714196	0.0	0.0
JAG1	JAG1	20	-	10637684	10673999	0.0	0.0
SLC43A3	SLC43A3	11	-	57406954	57427580	0.0	0.000000
SIN3A	SIN3A	15	-	75369379	75455783	15.301426	0.0
RPS16P5	RPS16P5	6	-	53334460	53337617	0.0	0.000000
PEX11G	PEX11G	19	-	7476870	7489400	0.0	0.0
WBP1L	WBP1L	10	+	102743970	102816264	0.940306	19.826784
NPSR1-AS1	NPSR1-AS1	7	-	34346512	34834331	0.0	0.0
HTR1D	HTR1D	1	-	23191895	23194729	0.000000	0.0
SLC28A3	SLC28A3	9	-	84275850	84368498	0.0	0.0
ADCK5	ADCK5	8	+	144374047	144393238	0.0	0.000000
LINC01930	LINC01930	1	-	97933474	97941740	0.0	0.0
CUL4A	CUL4A	13	+	113208193	113267108	0.013825	0.000000
SPATA6L	SPATA6L	9	-	4588821	4666674	0.000000	0.000000
RGS1	RGS1	1	+	192575773	192580024	0.0	0.0
DLGAP5	DLGAP5	14	-	55148116	55191678	45.037201	185.693481
LINC00958	LINC00958	11	-	12979534	12989548	0.0	0.0
ZNF777	ZNF777	7	-	149431363	149461062	0.000000	0.0
ZNF213	ZNF213	16	+	3135056	3142804	0.0	0.0
CD27	CD27	12	+	6444885	6451718	1.172787	0.000000
PAXBP1-AS1	PAXBP1-AS1	21	+	32728114	32743122	19.296610	0.000000
HESX1	HESX1	3	-	57197916	57200252	17.634644	0.0
HS6ST1	HS6ST1	2	-	128265480	128318868	0.000000	0.0
ADGRA3	ADGRA3	4	-	22387374	22516054	0.000000	0.0
CASP2	CASP2	7	+	143288215	143307696	20.935701	0.096707
LINC02614	LINC02614	3	-	125827237	125886077	0.000000	0.0
CNOT3	CNOT3	19	+	54137720	54155708	4.107359	14.691016
OR4K5	OR4K5	14	+	19920607	19921578	0.0	0.0
SNORA38B	SNORA38B	17	+	67740670	67740801	0.000000	0.000000
DCP2	DCP2	5	+	112976710	113022195	2.017170	21.438160
LOC101929227	LOC101929227	11	-	120867933	120894797	0.0	0.0
LOC100288637	LOC100288637	15	+	30646115	30773006	1.506207	0.000000
KRTAP4-5	KRTAP4-5	17	-	41148924	41149802	0.0	0.0
NCLN	NCLN	19	+	3185877	3209575	0.0	0.0
HTR1F	HTR1F	3	+	87792767	87993831	0.000000	0.0
P4HA2-AS1	P4HA2-AS1	5	+	132184876	132192805	0.000000	0.000000
TAF5L	TAF5L	1	-	229593118	229626047	0.0	0.0
OXCT1	OXCT1	5	-	41730065	41870689	67.764297	84.880684
C2orf83	C2orf83	2	-	227610090	227633320	0.000000	0.0
ZNRF1	ZNRF1	16	+	74999017	75110994	5.254241	0.0
DSG4	DSG4	18	+	31376777	31414908	0.0	0.0
MIR3138	MIR3138	4	-	10078611	10078692	0.000000	0.000000
KNDC1	KNDC1	10	+	133160219	133226412	0.0	0.0
MAP9	MAP9	4	-	155342660	155376970	22.326117	0.0
BRF1	BRF1	14	-	105209286	105315577	0.220817	0.153999
MIR600	MIR600	9	-	123111546	123111643	0.000000	0.0
RABGEF1	RABGEF1	7	+	66682091	66811461	58.769566	25.894037
LRTM1	LRTM1	3	-	54918354	54967088	0.000000	0.0
BCO2	BCO2	11	+	112175485	112218926	0.0	38.247093
CYP51A1	CYP51A1	7	-	92112149	92134745	59.232021	107.689346
MAATS1	MAATS1	3	+	119703022	119767102	0.0	0.0
RALY	RALY	20	+	33993652	34084884	18.433586	1.808979
TCEANC2	TCEANC2	1	+	54053572	54112519	30.919298	103.702446
LINC00923	LINC00923	15	-	97742616	97874429	0.0	0.0
TXNDC15	TXNDC15	5	+	134873770	134901633	0.0	0.0
RAB20	RAB20	13	-	110523066	110561737	0.0	0.0
ACTG2	ACTG2	2	+	73892966	73919653	0.0	0.0
POFUT2	POFUT2	21	-	45263928	45287913	3.150870	2.013064
LINC00469	LINC00469	17	-	73749270	73828537	0.0	0.0
EXOSC5	EXOSC5	19	-	41386371	41397351	115.524078	0.0
SNORA4	SNORA4	3	+	186787613	186787749	0.000000	0.000000
CLIP2	CLIP2	7	+	74289475	74405943	4.525112	0.0
ZNF204P	ZNF204P	6	-	27357823	27375374	49.608803	0.0
BTRC	BTRC	10	+	101354033	101557321	6.008072	0.0
GJC2	GJC2	1	+	228149714	228159826	0.0	0.0
SLC38A6	SLC38A6	14	+	60981114	61083733	0.000000	0.000000
MYL6	MYL6	12	+	56158261	56161582	2909.596924	5716.384277
LINGO1	LINGO1	15	-	77613024	77820900	0.0	0.0
CAPN7	CAPN7	3	+	15206226	15252916	10.447808	0.0
NDUFB2	NDUFB2	7	+	140696681	140706646	570.376404	669.615295
LINC02053	LINC02053	3	+	180414173	180422501	0.0	0.0
DMAC1	DMAC1	9	-	7796491	7799806	115.110771	0.0
ALG1L9P	ALG1L9P	11	-	71794363	71813859	0.000000	0.000000
MIR6071	MIR6071	2	-	85783600	85783677	0.0	0.0
SNCB	SNCB	5	-	176620084	176630561	0.0	0.0
LIPT1	LIPT1	2	+	99154955	99163150	97.953430	32.445160
C14orf39	C14orf39	14	-	60435956	60486046	0.0	0.0
FOCAD-AS1	FOCAD-AS1	9	-	20683302	20684750	0.000000	0.000000
FAM238A	FAM238A	10	+	26589865	26594322	0.0	0.0
NOTCH4	NOTCH4	6	-	32194843	32224067	13.219070	0.0
SNORA37	SNORA37	18	-	54222284	54222412	0.000000	0.0
MGAT3-AS1	MGAT3-AS1	22	-	39475807	39476822	0.0	0.0
SOCS6	SOCS6	18	+	70289045	70330199	0.0	0.0
COL4A2	COL4A2	13	+	110307267	110513209	1.736490	5.528658
DYNC1I2	DYNC1I2	2	+	171687409	171750158	14.825417	17.302933
LGALS4	LGALS4	19	-	38801671	38813100	0.000000	0.0
SCRT2	SCRT2	20	-	661596	676179	0.0	0.0
SLC5A8	SLC5A8	12	-	101156216	101210274	0.0	0.0
MIR4303	MIR4303	12	-	97995383	97995448	0.0	0.0
C19orf48	C19orf48	19	-	50797693	50804853	565.735229	0.0
KLHL41	KLHL41	2	+	169509702	169526262	0.0	0.0
MIR2909	MIR2909	17	+	37033745	37033813	0.000000	0.0
HMGB4	HMGB4	1	+	33860475	33864791	0.0	0.0
MEG3	MEG3	14	+	100826108	100861023	0.0	0.0
SOS1	SOS1	2	-	38981549	39120463	0.0	0.0
ATP13A3	ATP13A3	3	-	194402674	194468239	11.924137	31.620525
SKP1P2	SKP1P2	12	+	16988747	16990628	1.794691	1.374520
ZNF598	ZNF598	16	-	1997654	2009821	0.117087	0.0
MANSC1	MANSC1	12	-	12329252	12350541	0.0	0.0
PTPRJ	PTPRJ	11	+	47980558	48170842	0.0	0.234754
MIR6857	MIR6857	X	-	53405673	53405765	0.000000	0.000000
RANBP10	RANBP10	16	-	67723066	67806652	11.426609	0.0
FCGR1B	FCGR1B	1	+	121087345	121097161	0.000000	0.0
SIX5	SIX5	19	-	45764785	45769239	0.000000	0.0
CHRNB3	CHRNB3	8	+	42697376	42737407	0.0	0.0
ETV7	ETV7	6	-	36354221	36387800	0.0	0.0
LOC100126447	LOC100126447	X	-	116810931	116817860	0.0	0.0
NUP58	NUP58	13	+	25301528	25342423	39.650517	147.327545
LINC01574	LINC01574	5	+	176743205	176743921	0.0	0.0
SNHG21	SNHG21	15	+	82750564	82757206	172.170212	37.458351
CDHR3	CDHR3	7	+	105963211	106036431	0.0	0.0
AACSP1	AACSP1	5	-	178764861	178818435	0.0	0.0
LINC00271	LINC00271	6	+	135497801	135716055	8.643414	1.991125
TUBA3D	TUBA3D	2	+	131476007	131482934	0.0	0.0
CRAT	CRAT	9	-	129094794	129110798	0.0	0.0
OR2F1	OR2F1	7	+	143959927	143961015	0.0	0.0
LOC400800	LOC400800	1	+	199148598	199393307	0.0	0.0
ARMS2	ARMS2	10	+	122454653	122457352	0.0	0.0
CXCL9	CXCL9	4	-	76001342	76007523	0.000000	0.000000
PANTR1	PANTR1	2	-	104805425	104853183	0.0	0.0
SNORD19	SNORD19	3	+	52689240	52689315	0.000000	0.000000
MIR4744	MIR4744	18	-	49049687	49049768	0.000000	0.0
MIR22	MIR22	17	-	1713903	1713987	0.0	0.0
LBX2	LBX2	2	-	74497517	74503316	37.679756	8.194880
PRRG2	PRRG2	19	+	49581330	49591008	0.0	0.0
MIR301B	MIR301B	22	+	21652981	21653058	0.0	0.0
GABARAPL1	GABARAPL1	12	+	10212836	10223125	16.572769	100.126701
MIR5190	MIR5190	18	+	13459947	13460026	0.000000	0.0
ZBED5-AS1	ZBED5-AS1	11	+	10858217	10879276	152.022705	214.338181
ACOT6	ACOT6	14	+	73610945	73619888	0.0	0.0
PGK1	PGK1	X	+	78104169	78126827	416.400818	267.420685
LINC01482	LINC01482	17	+	68628154	68679606	0.0	0.0
QRFPR	QRFPR	4	-	121328642	121381026	0.0	83.147537
SCAF11	SCAF11	12	-	45919131	45990618	40.336823	17.435989
PEX14	PEX14	1	+	10474946	10630761	13.993717	0.0
SDC4P	SDC4P	22	-	30481290	30481756	0.0	0.0
RPS5	RPS5	19	+	58387269	58394804	406.371429	287.534912
VWA3A	VWA3A	16	+	22092538	22156966	0.0	0.0
XIRP2-AS1	XIRP2-AS1	2	-	167122809	167140955	0.0	0.0
TXNRD3NB	TXNRD3NB	3	-	126571779	126608555	0.000000	0.0
ANXA2P2	ANXA2P2	9	+	33624225	33625534	30.286821	43.455757
EFNB3	EFNB3	17	+	7705202	7711372	0.0	0.0
TEFM	TEFM	17	-	30898983	30906268	139.718063	0.0
LOC105376398	LOC105376398	10	-	8572747	8594391	0.0	0.0
ARMC8	ARMC8	3	+	138187248	138298386	0.000000	32.310020
CDX2	CDX2	13	-	27960918	27969368	8.059295	0.0
DPP10	DPP10	2	+	114442358	115845752	0.0	0.0
LRRTM3	LRRTM3	10	+	66926034	67101551	0.0	0.0
TPPP	TPPP	5	-	659862	693395	0.0	0.0
USB1	USB1	16	+	57999599	58021623	1.807268	140.916473
MIMT1	MIMT1	19	+	56840902	56848556	0.0	0.0
MBOAT2	MBOAT2	2	-	8852690	9003750	0.0	10.080036
NLRC5	NLRC5	16	+	56989485	57083524	0.000000	0.000000
VOPP1	VOPP1	7	-	55470608	55572520	15.454204	0.0
BREA2	BREA2	8	+	143697115	143698413	0.0	0.0
ZNF32-AS1	ZNF32-AS1	10	+	43643872	43645047	0.000000	0.000000
LINC02180	LINC02180	16	+	52085281	52099067	0.0	0.0
LOC110091777	LOC110091777	21	+	13723468	13766537	0.006023	0.006882
DHRS7C	DHRS7C	17	-	9771434	9791297	0.0	0.0
MSMB	MSMB	10	-	46033305	46046269	0.0	0.000000
OR2A25	OR2A25	7	+	144074220	144075152	0.0	0.0
SYNJ2BP-COX16	SYNJ2BP-COX16	14	-	70325081	70417090	9.181041	37.373726
LINC01689	LINC01689	21	-	24304550	24321377	0.0	0.0
ATP6V1A	ATP6V1A	3	+	113747019	113812058	315.579376	65.813759
ZNF830	ZNF830	17	+	34961540	34963777	11.741100	0.0
GATA1	GATA1	X	+	48786574	48794310	0.0	0.0
TTTY23	TTTY23	Y	-	6242446	9911962	0.0	0.0
SNORD114-3	SNORD114-3	14	+	100953349	100953422	0.0	0.0
ODC1	ODC1	2	-	10440371	10448554	258.220123	172.993042
SNORC	SNORC	2	+	232869014	232878704	14.654658	0.0
GPR161	GPR161	1	-	168079542	168137667	0.000000	0.0
